work_key,title,authors,subjects,first_publish_year,cover_url
/works/OL103123W,Fahrenheit 451,Ray Bradbury,"Mechanical Hound, girl next door, Long Now Manual for Civilization, Terrorismo estatal, Censura, Novela, Totalitarismo, science fiction, political fiction, satire, Zukunft, State-sponsored terrorism, Totalitarianism, Book burning, Censorship, Fiction, American Science fiction, Fictional Works, Terrorism, Reading Level-Grade 7",1953,https://covers.openlibrary.org/b/id/12993656-L.jpg
/works/OL1417907W,At The Earth's Core And Out Of Time's Abyss,Edgar Rice Burroughs,"American Science fiction, Classic Literature, Core, Earth, Fiction, Juvenile Fiction, Science Fiction & Fantasy, Science fiction, Fiction, science fiction, action & adventure, Fantasy fiction, Planets, Fiction, general, Adventure stories, Earth (Planet) -- Core -- Fiction, Fiction, science fiction, general, Fiction, action & adventure, American literature",1914,https://covers.openlibrary.org/b/id/9317372-L.jpg
/works/OL1418137W,The warlord of Mars #3,"Edgar Rice Burroughs, Jim Killavey, Paula Paula","Classic Literature, Fiction, Historical Fiction, Science Fiction, Dejah Thoris (Fictitious character), real science fiction, John Carter, Mars, Martian series, tharks, throats, sward, ochre, Helium, airships, glass needles, air guns, swords, gravity, Apache",1919,https://covers.openlibrary.org/b/id/207141-L.jpg
/works/OL10215W,Мы,"Евгений Иванович Замятин, Gary Kern, Alejandro Ariel González, Tavo Montañez, Sergio Hernández-Ranera Sánchez, Zilboorg Gregory, Alexander Glinka","Literature: Texts, Untranslated Fiction - General, Literature - Classics / Criticism, Literary Criticism, Russian & Former Soviet Union, Fiction, science fiction, general, Fiction, dystopian, Classic Literature, Fiction, Science Fiction, Political fiction, Dystopias, Russian fiction, Russian prose, totalitarianism, Russian satire, dystopia, Russian language materials, Authoritarianism, Modern fiction",1924,https://covers.openlibrary.org/b/id/5484189-L.jpg
/works/OL1099479W,De la terre à la lune,Jules Verne,"Continental european fiction (fictional works by one author), Fiction, science fiction, general, Ciencia-ficción, French language, Imaginary Voyages, Readers, French Science fiction, Voyages and travels, Fiction, Large type books, Space ships, Manned space flight, Space race, Space flight to the moon, Science fiction, Illustraties, Frans, Science fiction, French - Translations into English, Engineering mathematics, Juvenile fiction",1865,https://covers.openlibrary.org/b/id/5943556-L.jpg
/works/OL1418128W,"Thuvia, Maid of Mars","Edgar Rice Burroughs, Craig Trahan, Eric King, J. Allen St. John","American Science fiction, Fiction, Science fiction, American, Science Fiction, Classic Literature, John Carter (Fictitious character), Martians, Fiction, science fiction, general, Fiction, science fiction, action & adventure, Barsoom (imaginary place), fiction, Carter, john (fictitious character), fiction, Extraterrestrial beings, American literature, Martians -- Fiction, Mars (Planet) -- Fiction, Mars (Planet), Fiction, action & adventure",1916,https://covers.openlibrary.org/b/id/284442-L.jpg
/works/OL1099513W,Voyage au Centre de la Terre,Jules Verne,"Fiction, Science fiction, Imaginary Voyages, Imaginary voyages in fiction, Explorers in fiction, Explorers, Cartoons and comics, Adventure and adventurers, Adventure and adventurers in fiction, French Science fiction, Voyages and travels, Earth in fiction, Core, Juvenile fiction, Voyages and travels in fiction, Ciencia-ficción, Earth, Vietnamese language books, Classic Literature, Thriller",1867,https://covers.openlibrary.org/b/id/5890987-L.jpg
/works/OL52151W,When the Sleeper Awakes,H. G. Wells,"Fiction, Twenty-first century, Technological innovations, Time travel, Science fiction, Literature, Classic Literature, British and irish fiction (fictional works by one author), Fiction, fantasy, general, Fiction, science fiction, general, Dystopias, English literature, Twenty-second century, Voyages dans le temps, Littérature, Littérature classique, Fiction, dystopian, Dystopias in literature, Dystopian, Dystonia",1899,https://covers.openlibrary.org/b/id/574886-L.jpg
/works/OL52195W,The food of the gods and how it came to earth,H. G. Wells,"Fiction, Giants, Growth factors, Food supply, Science fiction, Agriculture, Experimentation, Fiction, science fiction, general, British and irish fiction (fictional works by one author), Scientists, Artificial foods, English literature, English fiction, English Science fiction, Giants -- Fiction",1900,https://covers.openlibrary.org/b/id/314687-L.jpg
/works/OL47752W,The wood beyond the world,"William Morris, William Norris, William, Morris, William Morris, William William Morris, WILLIAM MORRIS, Random House","Classic Literature, Fantasy, Fiction, English fiction, British and irish fiction (fictional works by one author), Fiction, fantasy, general, English Fantasy fiction, Imaginary places, Quests (Expeditions), Fantasy fiction, Science fiction, English literature, Private presses, Comic books, strips",1894,https://covers.openlibrary.org/b/id/5895767-L.jpg
/works/OL675783W,The Handmaid's Tale,Margaret Atwood,"brothels, Canadian authors, Canadian fantasy fiction, Canadian fiction (fictional works by one author), Christian fundamentalism, Dystopian fiction, Dystopias, fantasy fiction, Fiction, Fiction, dystopian, Fiction, fantasy, general, handmaids, Large type books, Man-woman relationships, Man-woman relationships, fiction, military dictatorship, Misogyny, New York Times bestseller, nyt:e-book-fiction=2017-01-22, nyt:trade-fiction-paperback=2017-02-26",1985,https://covers.openlibrary.org/b/id/8231851-L.jpg
/works/OL575625W,R.U.R. and The insect play,"Karel Čapek, Josef Čapek","Czech drama, Fiction, Science Fiction, Drama, Technological innovations, Robots, Technological unemployment, Continental european drama (dramatic works by one author), General, Languages & Literatures, Slavic, Baltic and Albanian Languages & Literatures, Robots -- Drama, Science fiction plays, Czech drama -- Translations into English",1920,https://covers.openlibrary.org/b/id/4291026-L.jpg
/works/OL103134W,The Martian Chronicles,Ray Bradbury,"American Science fiction, Ciencia-ficción, Drama, English Language Short stories, Ficción, Fiction, Interplanetary voyages, Translations into Russian, Bibliography, Science fiction, Fiction, science fiction, general, Space colonies, Long Now Manual for Civilization, Ameerika",1950,https://covers.openlibrary.org/b/id/9346537-L.jpg
/works/OL52252W,In the days of the comet,H. G. Wells,"Classic Literature, Collisions with Earth, Comets, Fiction, Fiction in English, Science fiction, Utopias, Fiction, science fiction, general, Fiction, political, British and irish fiction (fictional works by one author), London (england), fiction, Fiction, historical, general",1906,https://covers.openlibrary.org/b/id/5783892-L.jpg
/works/OL261794W,A Clockwork Orange,Anthony Burgess,"bible, aversion therapy, unintended consequences, Beethoven's Fifth Symphony, gang rape, psychiatric hospitals, maturity, metanoia, assault, joyriding, rape, metafiction, orgasm, novella, antisocial personality disorder, classical music, black comedy, argot, Nadsat, dystopias",1962,https://covers.openlibrary.org/b/id/13151224-L.jpg
/works/OL5735363W,The Hunger Games,Suzanne Collins,"severe poverty, starvation, oppression, effects of war, self-sacrifice, Science fiction, Apocalyptic fiction, Dystopian fiction, Fiction, Juvenile works, Novels, Young adult works, Juvenile fiction, contensts, Young adult fiction, Game shows, Television programs, New York Times bestseller, Contests, nyt:series_books=2010-08-21",2008,https://covers.openlibrary.org/b/id/12646537-L.jpg
/works/OL2163649W,The Hitch Hiker's Guide to the Galaxy,Douglas Adams,"comic science fiction, Vogons, Humorous fiction, Imaginary voyages, wit and humour, Science Fiction, Interstellar travel, Fiction, Interplanetary voyages, Open Library Staff Picks, Life on other planets, Ford Prefect (Fictitious character), Arthur Dent (Fictitious character), Humorous stories, Viajes interplanetarios, Ficción, Language readers, Reading Level-Grade 11, Reading Level-Grade 12, Radio plays",1979,https://covers.openlibrary.org/b/id/12986869-L.jpg
/works/OL2779754W,On the Beach,Nevil Shute,"Atomic Bomb, English Science fiction, Fiction, Literature, Nuclear warfare, Roman, Juvenile fiction, United States, United States. Navy, Fiction, science fiction, general, Science fiction, Rock music, discography",1957,https://covers.openlibrary.org/b/id/997896-L.jpg
/works/OL51145W,It Can't Happen Here,Sinclair Lewis,"Anti-fascist movements, Presidents, Newspaper editors, Fiction, Drama, Science fiction, Dictators, Fascists, Election, Presidents, united states, fiction, Vermont, fiction, Canada, fiction, Fiction, political, American fiction (fictional works by one author), Fiction, historical, general, Fiction, war & military, Patriotism, Revolutions, Politics and government, Elections",1935,https://covers.openlibrary.org/b/id/12719018-L.jpg
/works/OL893415W,Dune,Frank Herbert,"Dune (Imaginary place), Fiction, Fiction, science fiction, general, Dune (imaginary place), fiction, New York Times reviewed, Science fiction, Science-fiction, American literature, nyt:mass-market-monthly=2021-11-07, New York Times bestseller, award:nebula_award=novel, nyt:trade-fiction-paperback=2021-11-07, Hugo Award Winner, award:hugo_award=1966, award:hugo_award=novel, American Science fiction, Long Now Manual for Civilization, Ecology, Fantasy fiction",1965,https://covers.openlibrary.org/b/id/11481354-L.jpg
/works/OL17365W,2001,Arthur C. Clarke,"Human-computer interaction, Computers, Fiction, Science fiction, Twenty-first century, Space vehicles, Long Now Manual for Civilization, English Science fiction, Fiction, science fiction, hard science fiction, Saturn, Jupiter, space travel, alien artifacts, human origins, High interest-low vocabulary books, Readers, Fiction, science fiction, general, English literature, HAL (Fictitious character), Interplanetary voyages",1968,https://covers.openlibrary.org/b/id/11344400-L.jpg
/works/OL52260W,The First Men in the Moon,H. G. Wells,"Classic Literature, Fiction, Imperialism, Moon, Science fiction, Space flight to the moon, Translations into Russian, Utopias, Fiction, science fiction, general, Fiction, action & adventure, British and irish fiction (fictional works by one author), Satire, English literature, Fiction, general, Action & Adventure, General, Fiction, science fiction, action & adventure, Interplanetary voyages, Space flight to the moon -- Fiction, Imperialism -- Fiction",1900,https://covers.openlibrary.org/b/id/8081288-L.jpg
/works/OL96167W,A strange manuscript found in a copper cylinder,James De Mille,"Canadian fiction (English), CIHM, Roman canadien-anglais, ICMH, Fiction, mystery & detective, general, History, FICTION, Fantasy, General, Canadian fiction, Canadian literature, Fiction, science fiction, general, Sea stories, Utopias, Canadian Science fiction, Fiction, science fiction, action & adventure, Science fiction, English literature",1888,https://covers.openlibrary.org/b/id/5647709-L.jpg
/works/OL45793W,Charlie and the Great Glass Elevator,Roald Dahl,"Charlie Bucket (Fictitious character), Juvenile fiction, Children's fiction, Outer space, fiction, Science fiction, Humorous stories, Outer space, Fiction, Eccentrics and eccentricities, Chocolate industry, Candy industry, Manned space flight, Fantasies, Rymdfärder, Skönlitteratur, Humorous fiction, Elevators, Space flight, Space stations, Extraterrestrial beings",1972,https://covers.openlibrary.org/b/id/7893583-L.jpg
/works/OL1846076W,The Giver,Lois Lowry,"Social control, Control (Psychology), Juvenile fiction, Fiction, Science fiction, Memory, Ethics, Dystopias, Blind, Braille language materials, Books and reading, Children's fiction, New York Times reviewed, Literature, Dystopian, Sci Fi, Novel, Children's literature, study and teaching, Children's literature, examinations, questions, etc., Newbery Medal",1993,https://covers.openlibrary.org/b/id/8352502-L.jpg
/works/OL49488W,Ender's Game,Orson Scott Card,"New York Times bestseller, nyt:mass_market_paperback=2011-07-30, military education, end of the world, prize:nebula, hegemony, space warfare, child soldiers, The Ender Quintet, science fiction, automation, data processing, aliens, Military art and science, Hermanos, Maniobras de guerra, Brothers and sisters, Open Library Staff Picks, Genetic engineering, Fiction",1985,https://covers.openlibrary.org/b/id/12996033-L.jpg
/works/OL4104766W,The ship of Ishtar,"A. Merritt, Amelia Pérez de Villar Herranz","Science fiction, Translations into Russian, Life on other planets, Fiction, Fiction, fantasy, general, Fiction, general, American Science fiction",1924,https://covers.openlibrary.org/b/id/7266552-L.jpg
/works/OL41495W,A Wrinkle in Time,Madeleine L'Engle,"Love, sci-fi, Newbery Medal, Open Library Staff Picks, Juvenile fiction, Space and time, Fiction, Science fiction, Friendship in adolesce, Time travel, Murry family (Fictitious character), Brothers and sisters, Extraterrestrial beings, Friendship, Science Fiction, Fantasy, & Magic, Classics, Spanish: Young Adult (Gr. 10-12), Juvenile Fiction - Classics, Văn học Mĩ, Tiểu thuyết",1962,https://covers.openlibrary.org/b/id/8709146-L.jpg
/works/OL52256W,A Modern Utopia,H. G. Wells,"Utopias, Fiction, Science Fiction, Classic Literature, Political science, Nonfiction, Philosophy, Fiction, general, English Science fiction",1900,https://covers.openlibrary.org/b/id/8232021-L.jpg
/works/OL5735360W,Catching Fire,Suzanne Collins,"Action/Adventure, Fantasy, teen fiction, juvenile works, interdependence, independence, Games, Apocalyptic literature, Competition, teenage girls, sisters, poverty, Contests, Insurgency, Open Library Staff Picks, Survival, Fiction, Interpersonal relations, Television programs, Dystopias",2009,https://covers.openlibrary.org/b/id/12646539-L.jpg
/works/OL46125W,Foundation,Isaac Asimov,"Psychohistory, Open Library Staff Picks, Life on other planets, Fiction, Science Fiction, Long Now Manual for Civilization, Prophecy, Historians, Robots, Fiction, science fiction, general, American literature, American Fantasy fiction, Vie extraterrestre, Romans, nouvelles, Psychohistoire, Psychological fiction, American Science fiction, Hari Seldon (Fictitious character)",1951,https://covers.openlibrary.org/b/id/14612610-L.jpg
/works/OL46241W,"I, Robot",Isaac Asimov,"smear campaigns, supercomputers, computers, Frankenstein complex, hyperspace, heisenbugs, asteroids, Shahada, space stations, space-based solar power, cognitive dissonance, selenium, robots, morality, robotics, robopsychology, positronic brains, three laws of robotics, American Science fiction, Readers (Secondary)",1950,https://covers.openlibrary.org/b/id/12385229-L.jpg
/works/OL81628W,The Gunslinger,Stephen King,"succubus, demons, American fiction, fantastic fiction, adventure fiction, science fiction, horror fiction, fantasy, Fantasy fiction, Ciencia-ficción, Adventure stories, Fiction, Cuentos de terror, Good and evil, Roland (Fictitious character : King), Roland (Fictitious character), Reading Level-Grade 7, Reading Level-Grade 9, Reading Level-Grade 8, Reading Level-Grade 11",1976,https://covers.openlibrary.org/b/id/8396638-L.jpg
/works/OL98459W,Slaughterhouse-Five,Kurt Vonnegut,"American science fiction, bombing of Dresden, Open Library staff picks, military fiction, war stories, World War II, World War, 1939-1945, literature and the war, war, free will and determinism, literary fiction, Fiction, Animals, Boats and boating, Juvenile fiction, Accelerated Reader, Domestic animals, American fiction (fictional works by one author), Fiction, general, Fiction, war & military",1968,https://covers.openlibrary.org/b/id/12727001-L.jpg
/works/OL76835W,Deception Point,Dan Brown,"mystery fiction, adventure fiction, literature, Meteors, Conspiracies, Presidents, Scientists, Fiction, Americans, Election, Open Library Staff Picks, political fiction, suspense fiction, thrillers, Conspiraciones, Meteorites, Estrellas fugaces, Científicos, Novela política, Estadounidenses",2001,https://covers.openlibrary.org/b/id/14553479-L.jpg
/works/OL46881W,Jurassic Park,Michael Crichton,"dichogamy, corporate espionage, science fiction, cautionary tale, genetic engineering, amusement parks, dinosaurs, chaos theory, Procompsognathus, paleontologists, paleobotanists, theme parks, cloning, ancient DNA, lysine, auxotrophy, chaos theorists, complex systems, velociraptors, backdoor",1990,https://covers.openlibrary.org/b/id/12882940-L.jpg
/works/OL473283W,Plague Ship,Andre Norton,"Fiction, science fiction, general, Fiction, Space ships, Solar Queen (Imaginary space vehicle), Children's stories, Life on other planets, American Science fiction, Science Fiction, Science fiction, Space ships -- Fiction, Life on other planets -- Fiction, Solar Queen (Imaginary space vehicle) -- Fiction",1956,https://covers.openlibrary.org/b/id/9839176-L.jpg
/works/OL473477W,The Time Traders,Andre Norton,"Time travel in fiction, Time travel, Fiction, Science fiction, American Science fiction, Juvenile fiction, Scientists, Science fiction, American., Time travel -- Fiction., Science fiction., Fiction, science fiction, general, Fiction, science fiction, action & adventure, Scientists, fiction, Arctic regions, fiction, Murdoch, ross (fictitious character), fiction, Ashe, gordon (fictitious character), fiction, Fox, travis (fictitious character), fiction, Trehern, kerara (fictitious character), fiction, Extraterrestrial beings, Voyages dans le temps",1958,https://covers.openlibrary.org/b/id/8311641-L.jpg
